id,satisfaction,satisfaction score,voice of customer
74527,neutral or dissatisfied,3,Insufficient information about connecting flights.
74537,neutral or dissatisfied,3,NIL
74539,neutral or dissatisfied,3,NIL
74540,neutral or dissatisfied,3,The airline did not take responsibility for their mistakes or shortcomings.
74551,neutral or dissatisfied,4,NIL
74563,neutral or dissatisfied,4,NIL
74571,neutral or dissatisfied,3,NIL
74577,neutral or dissatisfied,3,NIL
74578,neutral or dissatisfied,1,"I encountered difficulties in upgrading my seat on the flight, despite availability and eligibility."
74579,neutral or dissatisfied,4,NIL
74581,neutral or dissatisfied,4,NIL
74582,neutral or dissatisfied,3,NIL
74584,neutral or dissatisfied,3,NIL
74592,neutral or dissatisfied,4,NIL
74602,neutral or dissatisfied,3,NIL
74617,neutral or dissatisfied,4,NIL
74670,neutral or dissatisfied,3,NIL
74671,neutral or dissatisfied,4,NIL
74681,neutral or dissatisfied,4,NIL
74683,neutral or dissatisfied,4,NIL
74684,neutral or dissatisfied,3,NIL
74688,neutral or dissatisfied,3,NIL
74689,neutral or dissatisfied,4,NIL
74707,neutral or dissatisfied,4,NIL
74716,neutral or dissatisfied,3,NIL
74717,neutral or dissatisfied,4,The airline did not provide proper assistance for passengers with language barriers.
74725,neutral or dissatisfied,4,NIL
74745,neutral or dissatisfied,4,NIL
74772,neutral or dissatisfied,3,"The airline didn't have adequate customer service representatives at the gate, resulting in poor assistance."
74798,neutral or dissatisfied,3,NIL
74806,neutral or dissatisfied,3,NIL
74810,neutral or dissatisfied,4,NIL
74811,neutral or dissatisfied,3,NIL
74835,neutral or dissatisfied,3,NIL
74852,neutral or dissatisfied,4,NIL
74861,neutral or dissatisfied,4,NIL
74873,neutral or dissatisfied,3,NIL
74874,neutral or dissatisfied,3,NIL
74901,neutral or dissatisfied,4,NIL
74924,neutral or dissatisfied,4,NIL
74927,neutral or dissatisfied,4,NIL
74932,neutral or dissatisfied,4,NIL
74938,neutral or dissatisfied,4,NIL
74941,neutral or dissatisfied,4,NIL
74949,neutral or dissatisfied,4,NIL
74957,neutral or dissatisfied,3,NIL
74965,neutral or dissatisfied,3,NIL
74966,neutral or dissatisfied,3,"The baggage claim area lacked proper ventilation, causing discomfort for passengers."
74969,neutral or dissatisfied,4,NIL
74972,neutral or dissatisfied,4,NIL
74975,neutral or dissatisfied,4,NIL
74998,neutral or dissatisfied,3,NIL
75003,neutral or dissatisfied,3,NIL
75020,neutral or dissatisfied,3,NIL
75023,neutral or dissatisfied,4,NIL
75031,neutral or dissatisfied,4,NIL
75032,neutral or dissatisfied,3,Challenges in canceling or changing flights.
75035,neutral or dissatisfied,3,NIL
75040,neutral or dissatisfied,4,NIL
75041,neutral or dissatisfied,3,NIL
75043,neutral or dissatisfied,3,NIL
75050,neutral or dissatisfied,4,NIL
75056,neutral or dissatisfied,3,NIL
75059,neutral or dissatisfied,3,"The airline charged exorbitant fees for additional baggage, which was an unpleasant surprise."
75072,neutral or dissatisfied,3,I encountered a lack of assistance from the airline staff when I needed it the most.
75075,neutral or dissatisfied,3,NIL
75076,neutral or dissatisfied,3,NIL
75077,neutral or dissatisfied,3,NIL
75081,neutral or dissatisfied,4,NIL
75118,neutral or dissatisfied,3,I encountered unclean or unsanitary seatback screens.
75157,neutral or dissatisfied,4,NIL
75168,neutral or dissatisfied,3,NIL
75169,neutral or dissatisfied,4,NIL
75174,neutral or dissatisfied,4,"The delay in serving meals was excessive, and many passengers went hungry."
75184,neutral or dissatisfied,3,I received my bag with crushed or flattened items.
75188,neutral or dissatisfied,4,"The airline's communication was inadequate for passengers with language barriers, leading to difficulties in understanding important information."
75190,neutral or dissatisfied,4,NIL
75192,neutral or dissatisfied,3,NIL
75195,neutral or dissatisfied,4,NIL
75196,neutral or dissatisfied,4,NIL
75203,neutral or dissatisfied,4,NIL
75204,neutral or dissatisfied,3,NIL
75205,neutral or dissatisfied,3,NIL
75207,neutral or dissatisfied,3,NIL
75209,neutral or dissatisfied,4,NIL
75210,neutral or dissatisfied,4,NIL
75212,neutral or dissatisfied,3,NIL
75214,neutral or dissatisfied,4,I was emotionally devastated by the lack of professionalism and disregard for passenger satisfaction displayed by the airline.
75216,neutral or dissatisfied,4,NIL
75217,neutral or dissatisfied,3,NIL
75224,neutral or dissatisfied,4,NIL
75228,neutral or dissatisfied,3,NIL
75233,neutral or dissatisfied,3,The lack of transparency regarding the reasons behind the delays left me frustrated and confused.
75234,neutral or dissatisfied,3,NIL
75236,neutral or dissatisfied,3,NIL
75237,neutral or dissatisfied,3,NIL
75238,neutral or dissatisfied,3,NIL
75251,neutral or dissatisfied,4,NIL
75259,neutral or dissatisfied,4,NIL
75267,neutral or dissatisfied,3,The airline did not offer any reimbursement for the inconvenience caused by mishandled baggage.
75270,neutral or dissatisfied,3,The flight attendants were inattentive to passenger needs.
75299,neutral or dissatisfied,3,NIL
75317,neutral or dissatisfied,3,NIL
75342,neutral or dissatisfied,3,NIL
75343,neutral or dissatisfied,4,NIL
75345,neutral or dissatisfied,4,NIL
75364,neutral or dissatisfied,4,NIL
75365,neutral or dissatisfied,3,NIL
75374,neutral or dissatisfied,3,NIL
75396,neutral or dissatisfied,4,NIL
75410,neutral or dissatisfied,3,NIL
75421,neutral or dissatisfied,3,NIL
75426,neutral or dissatisfied,4,NIL
75439,neutral or dissatisfied,4,NIL
75443,neutral or dissatisfied,4,NIL
75444,neutral or dissatisfied,4,NIL
75455,neutral or dissatisfied,3,NIL
75458,neutral or dissatisfied,4,"The seats were worn out and in poor condition, causing discomfort throughout the flight."
75459,neutral or dissatisfied,4,NIL
75465,neutral or dissatisfied,3,NIL
75479,neutral or dissatisfied,3,NIL
75481,neutral or dissatisfied,4,NIL
75482,neutral or dissatisfied,4,NIL
75485,neutral or dissatisfied,4,NIL
75491,neutral or dissatisfied,4,NIL
75509,neutral or dissatisfied,4,NIL
75518,neutral or dissatisfied,4,NIL
75539,neutral or dissatisfied,3,NIL
75558,neutral or dissatisfied,4,NIL
75563,neutral or dissatisfied,3,NIL
75577,neutral or dissatisfied,3,NIL
75578,neutral or dissatisfied,3,NIL
75579,neutral or dissatisfied,3,I expected better preparation from the airline to handle the adverse weather conditions.
75580,neutral or dissatisfied,4,NIL
75585,neutral or dissatisfied,3,NIL
75631,neutral or dissatisfied,3,NIL
75633,neutral or dissatisfied,3,NIL
75645,neutral or dissatisfied,4,NIL
75655,neutral or dissatisfied,3,NIL
75679,neutral or dissatisfied,3,NIL
75720,neutral or dissatisfied,4,NIL
75724,neutral or dissatisfied,4,NIL
75725,neutral or dissatisfied,4,The onboard restrooms ran out of toilet paper.
75730,neutral or dissatisfied,4,NIL
75732,neutral or dissatisfied,3,NIL
75740,neutral or dissatisfied,3,NIL
75741,neutral or dissatisfied,3,"I received poor service from the flight attendant, who ignored my request for a blanket."
75743,neutral or dissatisfied,4,NIL
75751,neutral or dissatisfied,3,NIL
75759,neutral or dissatisfied,4,NIL
75765,neutral or dissatisfied,4,NIL
75778,neutral or dissatisfied,4,NIL
75782,neutral or dissatisfied,3,NIL
75788,neutral or dissatisfied,4,NIL
75790,neutral or dissatisfied,3,NIL
75793,neutral or dissatisfied,3,NIL
75800,neutral or dissatisfied,4,NIL
75804,neutral or dissatisfied,4,NIL
75814,neutral or dissatisfied,3,NIL
75816,neutral or dissatisfied,4,NIL
75817,neutral or dissatisfied,3,NIL
75819,neutral or dissatisfied,4,NIL
75837,neutral or dissatisfied,3,NIL
75843,neutral or dissatisfied,3,NIL
75852,neutral or dissatisfied,4,"The flight attendants were rude and inattentive, showing no concern for my needs."
75861,neutral or dissatisfied,4,NIL
75862,neutral or dissatisfied,4,NIL
75879,neutral or dissatisfied,4,The flight attendants did not enforce the use of headphones for audio entertainment.
75880,neutral or dissatisfied,4,NIL
75898,neutral or dissatisfied,4,NIL
75907,neutral or dissatisfied,4,NIL
75908,neutral or dissatisfied,3,NIL
75926,neutral or dissatisfied,4,The airline's refusal to provide a refund or alternative flight option after canceling my reservation left me devastated and financially burdened.
75941,neutral or dissatisfied,4,NIL
75960,neutral or dissatisfied,3,NIL
75970,neutral or dissatisfied,3,NIL
75981,neutral or dissatisfied,4,NIL
75991,neutral or dissatisfied,4,NIL
75996,neutral or dissatisfied,3,NIL
76007,neutral or dissatisfied,4,NIL
76020,neutral or dissatisfied,4,I am enraged by the continual delays! This airline is beyond incompetent and infuriating!
76025,neutral or dissatisfied,3,NIL
76036,neutral or dissatisfied,3,NIL
76058,neutral or dissatisfied,4,NIL
76075,neutral or dissatisfied,4,NIL
76098,neutral or dissatisfied,4,NIL
76101,neutral or dissatisfied,3,NIL
76102,neutral or dissatisfied,3,NIL
76107,neutral or dissatisfied,4,NIL
76144,neutral or dissatisfied,4,NIL
76155,neutral or dissatisfied,3,The airline did not provide any alternatives or options when facing issues.
76159,neutral or dissatisfied,3,NIL
76165,neutral or dissatisfied,4,NIL
76187,neutral or dissatisfied,3,NIL
76195,neutral or dissatisfied,3,The flight attendants did not assist with stowing oversized carry-on items.
76200,neutral or dissatisfied,3,NIL
76204,neutral or dissatisfied,3,"Arrival was significantly later than expected, inconveniencing me."
76212,neutral or dissatisfied,4,NIL
76224,neutral or dissatisfied,4,NIL
76228,neutral or dissatisfied,4,NIL
76233,neutral or dissatisfied,4,I noticed unclean or smelly seat cushions.
76240,neutral or dissatisfied,4,NIL
76244,neutral or dissatisfied,4,The onboard magazine was outdated and had limited reading material.
76250,neutral or dissatisfied,4,NIL
76252,neutral or dissatisfied,3,NIL
76257,neutral or dissatisfied,3,NIL
76266,neutral or dissatisfied,3,NIL
76276,neutral or dissatisfied,3,NIL
76289,neutral or dissatisfied,4,NIL
76291,neutral or dissatisfied,3,NIL
76293,neutral or dissatisfied,3,NIL
76309,neutral or dissatisfied,3,NIL
76313,neutral or dissatisfied,4,I expected better customer service from the airline in handling the delayed flight situation.
76315,neutral or dissatisfied,2,The flight attendants did not enforce airline policies consistently.
76323,neutral or dissatisfied,3,NIL
76326,neutral or dissatisfied,4,NIL
76337,neutral or dissatisfied,3,NIL
76340,neutral or dissatisfied,4,NIL
76342,neutral or dissatisfied,4,NIL
76344,neutral or dissatisfied,4,NIL
76353,neutral or dissatisfied,4,NIL
76359,neutral or dissatisfied,3,NIL
76376,neutral or dissatisfied,3,NIL
76378,neutral or dissatisfied,4,NIL
76383,neutral or dissatisfied,3,Delays in receiving flight updates and lack of timely information caused uncertainty and frustration.
76385,neutral or dissatisfied,4,NIL
76391,neutral or dissatisfied,3,NIL
76407,neutral or dissatisfied,3,NIL
76413,neutral or dissatisfied,4,NIL
76424,neutral or dissatisfied,4,NIL
76427,neutral or dissatisfied,3,I expected better assistance for pregnant passengers.
76430,neutral or dissatisfied,4,NIL
76431,neutral or dissatisfied,4,NIL
76506,neutral or dissatisfied,4,NIL
76518,neutral or dissatisfied,4,NIL
76557,neutral or dissatisfied,4,NIL
76560,neutral or dissatisfied,4,NIL
76562,neutral or dissatisfied,4,NIL
76566,neutral or dissatisfied,3,NIL
76567,neutral or dissatisfied,3,NIL
76568,neutral or dissatisfied,4,NIL
76571,neutral or dissatisfied,4,NIL
76573,neutral or dissatisfied,3,NIL
76579,neutral or dissatisfied,3,NIL
76582,neutral or dissatisfied,3,NIL
76593,neutral or dissatisfied,3,NIL
76605,neutral or dissatisfied,3,NIL
76607,neutral or dissatisfied,3,NIL
76624,neutral or dissatisfied,3,NIL
76629,neutral or dissatisfied,3,NIL
76633,neutral or dissatisfied,4,NIL
76636,neutral or dissatisfied,3,NIL
76653,neutral or dissatisfied,3,NIL
76655,neutral or dissatisfied,4,NIL
76668,neutral or dissatisfied,4,NIL
76675,neutral or dissatisfied,4,NIL
76679,neutral or dissatisfied,4,NIL
76683,neutral or dissatisfied,4,NIL
76684,neutral or dissatisfied,3,"The airline's website had technical glitches, causing errors and delays in managing bookings or accessing travel information."
76695,neutral or dissatisfied,3,NIL
76696,neutral or dissatisfied,3,NIL
76702,neutral or dissatisfied,3,NIL
76717,neutral or dissatisfied,3,NIL
76722,neutral or dissatisfied,4,NIL
76725,neutral or dissatisfied,3,NIL
76744,neutral or dissatisfied,3,NIL
76747,neutral or dissatisfied,4,NIL
76749,neutral or dissatisfied,4,NIL
76783,neutral or dissatisfied,3,NIL
76786,neutral or dissatisfied,4,NIL
76791,neutral or dissatisfied,4,The airline did not provide sufficient seating for passengers during a layover.
76794,neutral or dissatisfied,3,NIL
76802,neutral or dissatisfied,4,NIL
76831,neutral or dissatisfied,4,NIL
76843,neutral or dissatisfied,4,NIL
76848,neutral or dissatisfied,3,NIL
76866,neutral or dissatisfied,4,NIL
76900,neutral or dissatisfied,4,NIL
76904,neutral or dissatisfied,4,NIL
76908,neutral or dissatisfied,3,NIL
76909,neutral or dissatisfied,3,NIL
76919,neutral or dissatisfied,4,NIL
76928,neutral or dissatisfied,3,NIL
76955,neutral or dissatisfied,3,NIL
76958,neutral or dissatisfied,3,NIL
76959,neutral or dissatisfied,3,NIL
76962,neutral or dissatisfied,4,NIL
76965,neutral or dissatisfied,4,NIL
76966,neutral or dissatisfied,3,The flight announcement system was too loud and disruptive.
76967,neutral or dissatisfied,4,NIL
76969,neutral or dissatisfied,3,NIL
76977,neutral or dissatisfied,3,NIL
76978,neutral or dissatisfied,4,NIL
77005,neutral or dissatisfied,3,NIL
77020,neutral or dissatisfied,4,NIL
77022,neutral or dissatisfied,4,NIL
77030,neutral or dissatisfied,4,I noticed a foul odor throughout the aircraft.
77040,neutral or dissatisfied,3,NIL
77066,neutral or dissatisfied,4,NIL
77076,neutral or dissatisfied,4,NIL
77098,neutral or dissatisfied,3,NIL
77103,neutral or dissatisfied,3,NIL
77107,neutral or dissatisfied,4,NIL
77108,neutral or dissatisfied,4,The flight crew did not provide clear instructions or explanations about the weather-related delays.
77112,neutral or dissatisfied,4,NIL
77114,neutral or dissatisfied,3,NIL
77143,neutral or dissatisfied,3,NIL
77166,neutral or dissatisfied,3,NIL
77173,neutral or dissatisfied,3,NIL
77181,neutral or dissatisfied,4,NIL
77182,neutral or dissatisfied,4,NIL
77195,neutral or dissatisfied,4,NIL
77198,neutral or dissatisfied,4,NIL
77211,neutral or dissatisfied,3,NIL
77245,neutral or dissatisfied,4,NIL
77251,neutral or dissatisfied,4,NIL
77252,neutral or dissatisfied,4,NIL
77256,neutral or dissatisfied,3,The cabin lacked proper disposal for used cups or containers.
77258,neutral or dissatisfied,3,NIL
77269,neutral or dissatisfied,4,NIL
77271,neutral or dissatisfied,3,NIL
77277,neutral or dissatisfied,3,NIL
77278,neutral or dissatisfied,3,NIL
77279,neutral or dissatisfied,3,Lack of assistance for families traveling with children.
77280,neutral or dissatisfied,4,NIL
77286,neutral or dissatisfied,4,NIL
77288,neutral or dissatisfied,3,NIL
77338,neutral or dissatisfied,4,NIL
77351,neutral or dissatisfied,3,The aircraft's general cleanliness standards were subpar.
77358,neutral or dissatisfied,3,NIL
77366,neutral or dissatisfied,4,NIL
77368,neutral or dissatisfied,4,NIL
77371,neutral or dissatisfied,4,NIL
77381,neutral or dissatisfied,4,NIL
77401,neutral or dissatisfied,4,NIL
77407,neutral or dissatisfied,3,NIL
77412,neutral or dissatisfied,3,NIL
77426,neutral or dissatisfied,3,NIL
77428,neutral or dissatisfied,4,NIL
77468,neutral or dissatisfied,4,NIL
77497,neutral or dissatisfied,3,"I experienced delays in receiving flight updates and a lack of timely information, leading to uncertainty and frustration."
77515,neutral or dissatisfied,0,The airline's prices were unreasonably high compared to competitors offering similar routes.
77519,neutral or dissatisfied,3,NIL
77521,neutral or dissatisfied,4,NIL
77530,neutral or dissatisfied,3,NIL
77548,neutral or dissatisfied,4,NIL
77575,neutral or dissatisfied,4,NIL
77577,neutral or dissatisfied,3,The airline failed to provide clear instructions for filing a baggage claim.
77578,neutral or dissatisfied,4,NIL
77579,neutral or dissatisfied,3,NIL
77587,neutral or dissatisfied,3,NIL
77631,neutral or dissatisfied,3,The airline failed to manage the multiple delays efficiently.
77662,neutral or dissatisfied,4,NIL
