,topic,voice of customer,id,satisfaction,satisfaction score
1383,-1,The cabin lacked proper disposal for used cups or containers.,77256,neutral or dissatisfied,3
1384,34,Lack of assistance for families traveling with children.,77279,neutral or dissatisfied,3
1385,53,The aircraft's general cleanliness standards were subpar.,77351,neutral or dissatisfied,3
1386,1,"I experienced delays in receiving flight updates and a lack of timely information, leading to uncertainty and frustration.",77497,neutral or dissatisfied,3
1387,13,The airline's prices were unreasonably high compared to competitors offering similar routes.,77515,neutral or dissatisfied,0
1388,44,The airline failed to provide clear instructions for filing a baggage claim.,77577,neutral or dissatisfied,3
1389,-1,The airline failed to manage the multiple delays efficiently.,77631,neutral or dissatisfied,3
1390,-1,The airline did not have adequate customer service representatives at the gate.,77713,neutral or dissatisfied,4
1391,20,The airline's customer service was unresponsive and unhelpful.,77721,neutral or dissatisfied,3
1392,12,"The website and mobile app were unreliable, causing inconvenience and difficulty accessing information.",77723,neutral or dissatisfied,3
1393,16,The flight had a prolonged wait for baggage retrieval upon arrival.,77774,neutral or dissatisfied,4
1394,30,The customer service agent was unapologetic and did not take ownership of the issue.,77828,neutral or dissatisfied,3
1395,-1,"I was devastated when the airline canceled my flight at the last minute, causing me to miss a once-in-a-lifetime event that I had been eagerly anticipating.",77860,neutral or dissatisfied,4
1396,15,I observed unclean or stained seatback pocket zippers.,78106,neutral or dissatisfied,3
1397,-1,The air crew did not prioritize passenger comfort and failed to address seating concerns.,78132,neutral or dissatisfied,3
1398,-1,"Departure was postponed, resulting in missed opportunities.",78245,neutral or dissatisfied,3
1399,-1,The airline did not prioritize timely and effective communication with passengers.,78388,neutral or dissatisfied,3
1400,12,Unreliable website and mobile app made it difficult to access essential flight information.,78389,neutral or dissatisfied,4
1401,0,I experienced a lack of variety in the snack options onboard.,78418,neutral or dissatisfied,4
1402,36,"The flight attendants didn't assist with locating personal belongings left on the plane, causing distress.",78494,neutral or dissatisfied,3
1403,6,"The onboard magazine was outdated and uninteresting, providing no value during the journey.",78501,neutral or dissatisfied,3
1404,20,I experienced a lack of transparency and honesty in the airline's operations.,78631,neutral or dissatisfied,4
1405,3,"I witnessed other passengers losing their belongings during the turbulence, and the airline did not assist in retrieving or securing them.",78686,neutral or dissatisfied,4
1406,63,I encountered difficulties in locating the baggage claim area due to lack of signage.,78704,neutral or dissatisfied,3
1407,-1,"I had a time-sensitive commitment, but the delay in departure made it impossible.",78756,neutral or dissatisfied,3
1408,7,"The emotional impact of the journey was significant, and I felt deeply disappointed by the airline's performance.",78791,neutral or dissatisfied,3
1409,22,I expected the airline to offer complimentary access to relaxation apps or guided breathing exercises to help passengers calm their nerves during the turbulent flight.,78849,neutral or dissatisfied,4
1410,57,"I found the wait time at the airline's gate to be excessively long. It caused unnecessary stress and discomfort, and it made me question the airline's ability to efficiently manage their operations.",79006,neutral or dissatisfied,4
1411,-1,The prolonged wait for flight arrival was frustrating.,79057,neutral or dissatisfied,3
1412,61,"The overhead reading lights were not working, making it difficult to read or work during the flight.",79070,neutral or dissatisfied,3
1413,4,The lack of privacy screens between seats infringed upon my personal space and comfort.,79142,neutral or dissatisfied,4
1414,36,"The flight attendants did not assist elderly passengers with carrying their luggage, which was disappointing.",79203,neutral or dissatisfied,4
1415,-1,The airline's gate agents were unhelpful and uninformative.,79239,neutral or dissatisfied,3
1416,-1,"I was deeply upset when the airline's negligence resulted in my missed connection, causing significant disruptions to my travel plans.",79270,neutral or dissatisfied,4
1417,15,The seat cushions had visible dirt or stains.,79308,neutral or dissatisfied,3
1418,8,"The flight arrival was delayed, disrupting my travel arrangements.",79402,neutral or dissatisfied,4
1419,10,"The flight experienced frequent turbulence, and it made the journey uncomfortable and nerve-wracking.",79663,neutral or dissatisfied,3
1420,3,"Despite the turbulence, the flight attendants continued with their routine, neglecting passenger safety and comfort.",79738,neutral or dissatisfied,4
1421,6,I expected better onboard reading material options.,79745,neutral or dissatisfied,2
1422,-1,"The airline provided insufficient information about connecting flights, leaving me anxious and unsure.",79780,neutral or dissatisfied,3
1423,23,"Departure was postponed, inconveniencing passengers and affecting their plans.",79905,neutral or dissatisfied,4
1424,11,The delay in arrival caused me to miss an important ceremony. Disheartening.,79912,neutral or dissatisfied,3
1425,23,The delay in departure resulted in frustration and inconvenience for passengers.,79946,neutral or dissatisfied,3
1426,1,The repeated delays in flight departure made me question the airline's professionalism.,79947,neutral or dissatisfied,4
1427,0,The in-flight meals were of poor quality and failed to meet my basic expectations.,79964,neutral or dissatisfied,4
1428,0,The food options were limited and unsatisfactory.,80078,neutral or dissatisfied,4
1429,56,Difficulties in upgrading seats on the flight.,80086,neutral or dissatisfied,4
1430,-1,"Departure was delayed, causing unnecessary stress.",80109,neutral or dissatisfied,4
1431,18,The departure was delayed without clear explanation.,80196,neutral or dissatisfied,4
1432,62,The airline did not provide adequate support for passengers with special needs.,80249,neutral or dissatisfied,2
1433,32,The lavatories did not have functioning hand dryers.,80333,neutral or dissatisfied,4
1434,2,The delay in departure left me feeling stranded and abandoned at the airport.,80407,neutral or dissatisfied,4
1435,0,"The airline failed to accommodate my special dietary requirements, despite prior notification.",80430,neutral or dissatisfied,4
1436,3,The lack of communication from the airline during turbulence heightened my anxiety and fear.,80489,neutral or dissatisfied,3
1437,9,"The flight was delayed by several hours, causing inconvenience.",80520,neutral or dissatisfied,3
1438,49,I experienced difficulties and delays when trying to rebook a missed connection.,80525,neutral or dissatisfied,3
1439,27,Unclear and confusing flight announcements.,80623,neutral or dissatisfied,4
1440,10,"The turbulence was continuous and unsettling, making it impossible to sleep or relax during the flight.",80717,neutral or dissatisfied,3
1441,-1,The flight attendants seemed disinterested and did not provide satisfactory customer service.,80769,neutral or dissatisfied,4
1442,21,Long wait times at the boarding gate.,80834,neutral or dissatisfied,3
1443,13,The customer service representatives were unhelpful and did not address my concerns regarding the expensive ticket.,80896,neutral or dissatisfied,4
1444,45,The boarding process was disorganized and chaotic.,80926,neutral or dissatisfied,4
1445,4,"I found the seats to be extremely uncomfortable, and it made it difficult to relax during the flight.",80994,neutral or dissatisfied,4
1446,0,I was served a meal with limited options for people with dietary restrictions.,81018,neutral or dissatisfied,3
1447,22,I expected the flight attendants to provide more frequent updates and reassurance during the turbulence.,81275,neutral or dissatisfied,3
